pid,arrival,priority,burst_index,burst_type,duration
85,133,6,13,CPU,1
85,133,6,14,IO,23
85,133,6,15,CPU,2
86,136,2,1,CPU,4
86,136,2,2,IO,11
86,136,2,3,CPU,4
86,136,2,4,IO,23
86,136,2,5,CPU,2
86,136,2,6,IO,28
86,136,2,7,CPU,1
86,136,2,8,IO,28
86,136,2,9,CPU,3
86,136,2,10,IO,17
86,136,2,11,CPU,2
86,136,2,12,IO,13
86,136,2,13,CPU,3
87,137,6,1,CPU,4
87,137,6,2,IO,22
87,137,6,3,CPU,4
87,137,6,4,IO,17
87,137,6,5,CPU,4
87,137,6,6,IO,26
87,137,6,7,CPU,2
87,137,6,8,IO,26
87,137,6,9,CPU,1
88,138,3,1,CPU,4
88,138,3,2,IO,28
88,138,3,3,CPU,3
88,138,3,4,IO,16
88,138,3,5,CPU,1
88,138,3,6,IO,19
88,138,3,7,CPU,2
88,138,3,8,IO,30
88,138,3,9,CPU,3
88,138,3,10,IO,14
88,138,3,11,CPU,4
88,138,3,12,IO,16
88,138,3,13,CPU,1
89,138,0,1,CPU,1
89,138,0,2,IO,14
89,138,0,3,CPU,1
89,138,0,4,IO,14
89,138,0,5,CPU,4
89,138,0,6,IO,14
89,138,0,7,CPU,4
89,138,0,8,IO,24
89,138,0,9,CPU,2
89,138,0,10,IO,21
89,138,0,11,CPU,1
89,138,0,12,IO,27
89,138,0,13,CPU,1
89,138,0,14,IO,13
89,138,0,15,CPU,2
90,139,0,1,CPU,4
90,139,0,2,IO,26
90,139,0,3,CPU,4
90,139,0,4,IO,20
90,139,0,5,CPU,4
90,139,0,6,IO,13
90,139,0,7,CPU,4
90,139,0,8,IO,14
90,139,0,9,CPU,2
91,140,3,1,CPU,3
91,140,3,2,IO,21
91,140,3,3,CPU,5
91,140,3,4,IO,30
91,140,3,5,CPU,2
91,140,3,6,IO,18
91,140,3,7,CPU,4
91,140,3,8,IO,22
91,140,3,9,CPU,2
91,140,3,10,IO,27
91,140,3,11,CPU,5
91,140,3,12,IO,18
91,140,3,13,CPU,4
92,142,7,1,CPU,2
92,142,7,2,IO,25
92,142,7,3,CPU,5
92,142,7,4,IO,18
92,142,7,5,CPU,1
92,142,7,6,IO,29
92,142,7,7,CPU,2
92,142,7,8,IO,13
92,142,7,9,CPU,2
92,142,7,10,IO,29
92,142,7,11,CPU,4
93,143,7,1,CPU,4
93,143,7,2,IO,30
93,143,7,3,CPU,4
93,143,7,4,IO,30
93,143,7,5,CPU,5
93,143,7,6,IO,29
93,143,7,7,CPU,5
93,143,7,8,IO,19
93,143,7,9,CPU,3
93,143,7,10,IO,11
93,143,7,11,CPU,2
93,143,7,12,IO,26
93,143,7,13,CPU,5
93,143,7,14,IO,19
93,143,7,15,CPU,2
94,145,3,1,CPU,2
94,145,3,2,IO,22
94,145,3,3,CPU,4
94,145,3,4,IO,17
94,145,3,5,CPU,4
94,145,3,6,IO,17
94,145,3,7,CPU,4
94,145,3,8,IO,16
94,145,3,9,CPU,2
94,145,3,10,IO,11
94,145,3,11,CPU,5
94,145,3,12,IO,19
94,145,3,13,CPU,5
94,145,3,14,IO,11
94,145,3,15,CPU,4
95,145,7,1,CPU,3
95,145,7,2,IO,12
95,145,7,3,CPU,4
95,145,7,4,IO,10
95,145,7,5,CPU,3
95,145,7,6,IO,19
95,145,7,7,CPU,1
95,145,7,8,IO,17
95,145,7,9,CPU,4
96,146,7,1,CPU,3
96,146,7,2,IO,14
96,146,7,3,CPU,3
96,146,7,4,IO,11
96,146,7,5,CPU,2
96,146,7,6,IO,15
96,146,7,7,CPU,2
96,146,7,8,IO,22
96,146,7,9,CPU,5
97,146,2,1,CPU,2
97,146,2,2,IO,21
97,146,2,3,CPU,3
97,146,2,4,IO,14
97,146,2,5,CPU,3
97,146,2,6,IO,29
97,146,2,7,CPU,1
97,146,2,8,IO,11
97,146,2,9,CPU,5
97,146,2,10,IO,29
97,146,2,11,CPU,4
97,146,2,12,IO,26
97,146,2,13,CPU,2
98,146,5,1,CPU,4
98,146,5,2,IO,29
98,146,5,3,CPU,5
98,146,5,4,IO,30
98,146,5,5,CPU,4
98,146,5,6,IO,16
98,146,5,7,CPU,3
98,146,5,8,IO,27
98,146,5,9,CPU,3
99,148,0,1,CPU,4
99,148,0,2,IO,23
99,148,0,3,CPU,3
99,148,0,4,IO,11
99,148,0,5,CPU,4
99,148,0,6,IO,17
99,148,0,7,CPU,2
99,148,0,8,IO,13
99,148,0,9,CPU,2
99,148,0,10,IO,28
99,148,0,11,CPU,2
99,148,0,12,IO,26
99,148,0,13,CPU,5
99,148,0,14,IO,24
99,148,0,15,CPU,2
100,151,1,1,CPU,2
100,151,1,2,IO,11
100,151,1,3,CPU,1
100,151,1,4,IO,17
100,151,1,5,CPU,5
100,151,1,6,IO,12
100,151,1,7,CPU,3
100,151,1,8,IO,10
100,151,1,9,CPU,2
101,154,1,1,CPU,2
101,154,1,2,IO,15
101,154,1,3,CPU,4
101,154,1,4,IO,27
101,154,1,5,CPU,1
101,154,1,6,IO,19
101,154,1,7,CPU,3
101,154,1,8,IO,22
101,154,1,9,CPU,2
101,154,1,10,IO,26
101,154,1,11,CPU,2
101,154,1,12,IO,23
101,154,1,13,CPU,3
101,154,1,14,IO,17
101,154,1,15,CPU,3
102,154,8,1,CPU,2
102,154,8,2,IO,20
102,154,8,3,CPU,3
102,154,8,4,IO,29
102,154,8,5,CPU,4
102,154,8,6,IO,29
102,154,8,7,CPU,4
102,154,8,8,IO,22
102,154,8,9,CPU,5
102,154,8,10,IO,29
102,154,8,11,CPU,3
102,154,8,12,IO,10
102,154,8,13,CPU,2
102,154,8,14,IO,25
102,154,8,15,CPU,4
103,155,0,1,CPU,3
103,155,0,2,IO,15
103,155,0,3,CPU,3
103,155,0,4,IO,21
103,155,0,5,CPU,5
103,155,0,6,IO,18
103,155,0,7,CPU,5
103,155,0,8,IO,11
103,155,0,9,CPU,2
103,155,0,10,IO,30
103,155,0,11,CPU,3
103,155,0,12,IO,18
103,155,0,13,CPU,5
104,156,9,1,CPU,3
104,156,9,2,IO,16
104,156,9,3,CPU,2
104,156,9,4,IO,17
104,156,9,5,CPU,5
104,156,9,6,IO,27
104,156,9,7,CPU,1
104,156,9,8,IO,19
104,156,9,9,CPU,1
104,156,9,10,IO,18
104,156,9,11,CPU,1
104,156,9,12,IO,22
104,156,9,13,CPU,4
104,156,9,14,IO,23
104,156,9,15,CPU,4
105,159,1,1,CPU,1
105,159,1,2,IO,16
105,159,1,3,CPU,5
105,159,1,4,IO,17
105,159,1,5,CPU,5
105,159,1,6,IO,25
105,159,1,7,CPU,4
105,159,1,8,IO,19
105,159,1,9,CPU,4
105,159,1,10,IO,16
105,159,1,11,CPU,4
105,159,1,12,IO,13
105,159,1,13,CPU,2
105,159,1,14,IO,15
105,159,1,15,CPU,3
106,161,3,1,CPU,3
106,161,3,2,IO,12
106,161,3,3,CPU,4
106,161,3,4,IO,26
106,161,3,5,CPU,3
106,161,3,6,IO,19
106,161,3,7,CPU,1
106,161,3,8,IO,14
106,161,3,9,CPU,2
106,161,3,10,IO,10
106,161,3,11,CPU,4
106,161,3,12,IO,15
106,161,3,13,CPU,3
106,161,3,14,IO,23
106,161,3,15,CPU,1
107,163,8,1,CPU,3
107,163,8,2,IO,10
107,163,8,3,CPU,4
107,163,8,4,IO,21
107,163,8,5,CPU,5
107,163,8,6,IO,21
107,163,8,7,CPU,3
107,163,8,8,IO,24
107,163,8,9,CPU,1
107,163,8,10,IO,16
107,163,8,11,CPU,1
108,164,9,1,CPU,3
108,164,9,2,IO,27
108,164,9,3,CPU,5
108,164,9,4,IO,15
108,164,9,5,CPU,1
108,164,9,6,IO,25
108,164,9,7,CPU,5
108,164,9,8,IO,11
108,164,9,9,CPU,3
108,164,9,10,IO,15
108,164,9,11,CPU,2
108,164,9,12,IO,14
108,164,9,13,CPU,4
109,166,8,1,CPU,3
109,166,8,2,IO,15
109,166,8,3,CPU,2
109,166,8,4,IO,23
109,166,8,5,CPU,2
109,166,8,6,IO,10
109,166,8,7,CPU,3
109,166,8,8,IO,24
109,166,8,9,CPU,2
109,166,8,10,IO,30
109,166,8,11,CPU,4
109,166,8,12,IO,27
109,166,8,13,CPU,5
109,166,8,14,IO,10
109,166,8,15,CPU,1
110,166,2,1,CPU,1
110,166,2,2,IO,20
110,166,2,3,CPU,2
110,166,2,4,IO,12
110,166,2,5,CPU,2
110,166,2,6,IO,18
110,166,2,7,CPU,4
110,166,2,8,IO,14
110,166,2,9,CPU,2
110,166,2,10,IO,28
110,166,2,11,CPU,2
111,168,4,1,CPU,3
111,168,4,2,IO,22
111,168,4,3,CPU,5
111,168,4,4,IO,10
111,168,4,5,CPU,2
111,168,4,6,IO,28
111,168,4,7,CPU,4
111,168,4,8,IO,12
111,168,4,9,CPU,1
111,168,4,10,IO,14
111,168,4,11,CPU,3
111,168,4,12,IO,27
111,168,4,13,CPU,2
112,171,2,1,CPU,5
112,171,2,2,IO,16
112,171,2,3,CPU,5
112,171,2,4,IO,10
112,171,2,5,CPU,2
112,171,2,6,IO,22
112,171,2,7,CPU,5
112,171,2,8,IO,10
112,171,2,9,CPU,2
112,171,2,10,IO,21
112,171,2,11,CPU,3
112,171,2,12,IO,10
112,171,2,13,CPU,5
112,171,2,14,IO,26
112,171,2,15,CPU,3
113,172,0,1,CPU,5
113,172,0,2,IO,10
113,172,0,3,CPU,4
113,172,0,4,IO,10
113,172,0,5,CPU,2
113,172,0,6,IO,14
113,172,0,7,CPU,4
113,172,0,8,IO,26
113,172,0,9,CPU,2
113,172,0,10,IO,30
113,172,0,11,CPU,2
114,175,1,1,CPU,5
114,175,1,2,IO,13
114,175,1,3,CPU,5
114,175,1,4,IO,24
114,175,1,5,CPU,4
114,175,1,6,IO,30
114,175,1,7,CPU,4
114,175,1,8,IO,17
114,175,1,9,CPU,5
115,177,1,1,CPU,2
115,177,1,2,IO,21
115,177,1,3,CPU,2
115,177,1,4,IO,24
115,177,1,5,CPU,1
115,177,1,6,IO,22
115,177,1,7,CPU,4
115,177,1,8,IO,23
115,177,1,9,CPU,5
115,177,1,10,IO,17
115,177,1,11,CPU,2
116,180,0,1,CPU,1
116,180,0,2,IO,23
116,180,0,3,CPU,4
116,180,0,4,IO,23
116,180,0,5,CPU,3
116,180,0,6,IO,19
116,180,0,7,CPU,5
116,180,0,8,IO,17
116,180,0,9,CPU,3
116,180,0,10,IO,13
116,180,0,11,CPU,4
116,180,0,12,IO,15
116,180,0,13,CPU,3
117,181,6,1,CPU,5
117,181,6,2,IO,27
117,181,6,3,CPU,3
117,181,6,4,IO,29
117,181,6,5,CPU,1
117,181,6,6,IO,24
117,181,6,7,CPU,2
117,181,6,8,IO,30
117,181,6,9,CPU,3
118,183,0,1,CPU,5
118,183,0,2,IO,15
118,183,0,3,CPU,5
118,183,0,4,IO,13
118,183,0,5,CPU,1
118,183,0,6,IO,28
118,183,0,7,CPU,4
118,183,0,8,IO,20
118,183,0,9,CPU,3
118,183,0,10,IO,23
118,183,0,11,CPU,2
118,183,0,12,IO,13
118,183,0,13,CPU,5
119,183,0,1,CPU,4
119,183,0,2,IO,19
119,183,0,3,CPU,3
119,183,0,4,IO,10
119,183,0,5,CPU,1
119,183,0,6,IO,29
119,183,0,7,CPU,1
119,183,0,8,IO,14
119,183,0,9,CPU,5
119,183,0,10,IO,30
119,183,0,11,CPU,3
119,183,0,12,IO,25
119,183,0,13,CPU,5
120,184,3,1,CPU,2
120,184,3,2,IO,22
120,184,3,3,CPU,5
120,184,3,4,IO,29
120,184,3,5,CPU,3
120,184,3,6,IO,15
120,184,3,7,CPU,5
120,184,3,8,IO,10
120,184,3,9,CPU,2
121,187,8,1,CPU,3
121,187,8,2,IO,26
121,187,8,3,CPU,3
121,187,8,4,IO,25
121,187,8,5,CPU,3
121,187,8,6,IO,30
121,187,8,7,CPU,1
121,187,8,8,IO,20
121,187,8,9,CPU,1
121,187,8,10,IO,28
121,187,8,11,CPU,3
122,189,3,1,CPU,2
122,189,3,2,IO,15
122,189,3,3,CPU,1
122,189,3,4,IO,27
122,189,3,5,CPU,1
122,189,3,6,IO,18
122,189,3,7,CPU,5
122,189,3,8,IO,11
122,189,3,9,CPU,2
122,189,3,10,IO,18
122,189,3,11,CPU,5
122,189,3,12,IO,21
122,189,3,13,CPU,4
122,189,3,14,IO,14
122,189,3,15,CPU,3
123,192,5,1,CPU,1
123,192,5,2,IO,28
123,192,5,3,CPU,4
123,192,5,4,IO,15
123,192,5,5,CPU,2
123,192,5,6,IO,16
123,192,5,7,CPU,4
123,192,5,8,IO,11
123,192,5,9,CPU,5
124,193,4,1,CPU,2
124,193,4,2,IO,24
124,193,4,3,CPU,4
124,193,4,4,IO,25
124,193,4,5,CPU,2
124,193,4,6,IO,24
124,193,4,7,CPU,1
124,193,4,8,IO,15
124,193,4,9,CPU,2
125,193,3,1,CPU,5
125,193,3,2,IO,17
125,193,3,3,CPU,5
125,193,3,4,IO,13
125,193,3,5,CPU,1
125,193,3,6,IO,14
125,193,3,7,CPU,5
125,193,3,8,IO,10
125,193,3,9,CPU,1
126,196,3,1,CPU,1
126,196,3,2,IO,23
126,196,3,3,CPU,1
126,196,3,4,IO,13
126,196,3,5,CPU,3
126,196,3,6,IO,24
126,196,3,7,CPU,2
126,196,3,8,IO,16
126,196,3,9,CPU,1
126,196,3,10,IO,11
126,196,3,11,CPU,1
127,197,8,1,CPU,4
127,197,8,2,IO,29
127,197,8,3,CPU,4
127,197,8,4,IO,20
127,197,8,5,CPU,2
127,197,8,6,IO,20
127,197,8,7,CPU,4
127,197,8,8,IO,21
127,197,8,9,CPU,5
127,197,8,10,IO,23
127,197,8,11,CPU,3
127,197,8,12,IO,14
127,197,8,13,CPU,5
128,197,5,1,CPU,2
128,197,5,2,IO,16
128,197,5,3,CPU,3
128,197,5,4,IO,23
128,197,5,5,CPU,2
128,197,5,6,IO,22
128,197,5,7,CPU,2
128,197,5,8,IO,24
128,197,5,9,CPU,1
129,199,3,1,CPU,1
129,199,3,2,IO,25
129,199,3,3,CPU,1
129,199,3,4,IO,12
129,199,3,5,CPU,1
129,199,3,6,IO,17
129,199,3,7,CPU,3
129,199,3,8,IO,29
129,199,3,9,CPU,1
130,201,4,1,CPU,5
130,201,4,2,IO,10
130,201,4,3,CPU,2
130,201,4,4,IO,25
130,201,4,5,CPU,3
130,201,4,6,IO,20
130,201,4,7,CPU,3
130,201,4,8,IO,13
130,201,4,9,CPU,3
130,201,4,10,IO,18
130,201,4,11,CPU,3
130,201,4,12,IO,11
130,201,4,13,CPU,2
130,201,4,14,IO,20
130,201,4,15,CPU,2
131,202,1,1,CPU,1
131,202,1,2,IO,26
131,202,1,3,CPU,5
131,202,1,4,IO,21
131,202,1,5,CPU,4
131,202,1,6,IO,11
131,202,1,7,CPU,4
131,202,1,8,IO,19
131,202,1,9,CPU,2
131,202,1,10,IO,21
131,202,1,11,CPU,1
131,202,1,12,IO,26
131,202,1,13,CPU,1
132,204,2,1,CPU,2
132,204,2,2,IO,13
132,204,2,3,CPU,1
132,204,2,4,IO,15
132,204,2,5,CPU,2
132,204,2,6,IO,14
132,204,2,7,CPU,5
132,204,2,8,IO,27
132,204,2,9,CPU,5
132,204,2,10,IO,16
132,204,2,11,CPU,5
132,204,2,12,IO,27
132,204,2,13,CPU,3
132,204,2,14,IO,29
132,204,2,15,CPU,3
133,205,4,1,CPU,2
133,205,4,2,IO,13
133,205,4,3,CPU,1
133,205,4,4,IO,11
133,205,4,5,CPU,3
133,205,4,6,IO,30
133,205,4,7,CPU,1
133,205,4,8,IO,13
133,205,4,9,CPU,3
133,205,4,10,IO,24
133,205,4,11,CPU,4
133,205,4,12,IO,18
133,205,4,13,CPU,2
133,205,4,14,IO,25
133,205,4,15,CPU,2
134,208,8,1,CPU,3
134,208,8,2,IO,20
134,208,8,3,CPU,1
134,208,8,4,IO,22
134,208,8,5,CPU,4
134,208,8,6,IO,11
134,208,8,7,CPU,1
134,208,8,8,IO,19
134,208,8,9,CPU,3
134,208,8,10,IO,16
134,208,8,11,CPU,4
134,208,8,12,IO,23
134,208,8,13,CPU,2
135,211,7,1,CPU,1
135,211,7,2,IO,14
135,211,7,3,CPU,1
135,211,7,4,IO,10
135,211,7,5,CPU,2
135,211,7,6,IO,18
135,211,7,7,CPU,1
135,211,7,8,IO,26
135,211,7,9,CPU,3
135,211,7,10,IO,24
135,211,7,11,CPU,2
135,211,7,12,IO,25
135,211,7,13,CPU,1
136,211,7,1,CPU,2
136,211,7,2,IO,10
136,211,7,3,CPU,3
136,211,7,4,IO,15
136,211,7,5,CPU,2
136,211,7,6,IO,22
136,211,7,7,CPU,5
136,211,7,8,IO,14
136,211,7,9,CPU,4
136,211,7,10,IO,19
136,211,7,11,CPU,4
136,211,7,12,IO,20
136,211,7,13,CPU,4
137,213,3,1,CPU,5
137,213,3,2,IO,10
137,213,3,3,CPU,2
137,213,3,4,IO,19
137,213,3,5,CPU,1
137,213,3,6,IO,12
137,213,3,7,CPU,5
137,213,3,8,IO,11
137,213,3,9,CPU,1
138,216,4,1,CPU,4
138,216,4,2,IO,25
138,216,4,3,CPU,3
138,216,4,4,IO,27
138,216,4,5,CPU,1
138,216,4,6,IO,22
138,216,4,7,CPU,2
138,216,4,8,IO,10
138,216,4,9,CPU,2
138,216,4,10,IO,12
138,216,4,11,CPU,3
138,216,4,12,IO,20
138,216,4,13,CPU,2
138,216,4,14,IO,10
138,216,4,15,CPU,1
139,219,5,1,CPU,3
139,219,5,2,IO,29
139,219,5,3,CPU,1
139,219,5,4,IO,25
139,219,5,5,CPU,4
139,219,5,6,IO,26
139,219,5,7,CPU,4
139,219,5,8,IO,23
139,219,5,9,CPU,5
139,219,5,10,IO,28
139,219,5,11,CPU,4
139,219,5,12,IO,25
139,219,5,13,CPU,2
139,219,5,14,IO,17
139,219,5,15,CPU,3
140,219,7,1,CPU,4
140,219,7,2,IO,28
140,219,7,3,CPU,3
140,219,7,4,IO,11
140,219,7,5,CPU,4
140,219,7,6,IO,23
140,219,7,7,CPU,5
140,219,7,8,IO,29
140,219,7,9,CPU,5
140,219,7,10,IO,28
140,219,7,11,CPU,3
140,219,7,12,IO,18
140,219,7,13,CPU,1
140,219,7,14,IO,23
140,219,7,15,CPU,5
141,222,2,1,CPU,5
141,222,2,2,IO,15
141,222,2,3,CPU,5
141,222,2,4,IO,23
141,222,2,5,CPU,3
141,222,2,6,IO,26
141,222,2,7,CPU,4
141,222,2,8,IO,12
141,222,2,9,CPU,3
142,225,8,1,CPU,1
142,225,8,2,IO,17
142,225,8,3,CPU,4
142,225,8,4,IO,10
142,225,8,5,CPU,3
142,225,8,6,IO,15
142,225,8,7,CPU,2
142,225,8,8,IO,21
142,225,8,9,CPU,4
142,225,8,10,IO,25
142,225,8,11,CPU,2
142,225,8,12,IO,20
142,225,8,13,CPU,5
142,225,8,14,IO,30
142,225,8,15,CPU,2
143,227,7,1,CPU,3
143,227,7,2,IO,26
143,227,7,3,CPU,5
143,227,7,4,IO,28
143,227,7,5,CPU,2
143,227,7,6,IO,20
143,227,7,7,CPU,2
143,227,7,8,IO,30
143,227,7,9,CPU,2
143,227,7,10,IO,14
143,227,7,11,CPU,5
143,227,7,12,IO,24
143,227,7,13,CPU,3
144,229,3,1,CPU,3
144,229,3,2,IO,22
144,229,3,3,CPU,1
144,229,3,4,IO,24
144,229,3,5,CPU,2
144,229,3,6,IO,16
144,229,3,7,CPU,3
144,229,3,8,IO,26
144,229,3,9,CPU,4
144,229,3,10,IO,27
144,229,3,11,CPU,1
144,229,3,12,IO,21
144,229,3,13,CPU,3
144,229,3,14,IO,30
144,229,3,15,CPU,3
145,231,0,1,CPU,1
145,231,0,2,IO,15
145,231,0,3,CPU,2
145,231,0,4,IO,18
145,231,0,5,CPU,4
145,231,0,6,IO,22
145,231,0,7,CPU,1
145,231,0,8,IO,15
145,231,0,9,CPU,5
145,231,0,10,IO,29
145,231,0,11,CPU,5
146,232,5,1,CPU,3
146,232,5,2,IO,15
146,232,5,3,CPU,2
146,232,5,4,IO,29
146,232,5,5,CPU,2
146,232,5,6,IO,11
146,232,5,7,CPU,2
146,232,5,8,IO,21
146,232,5,9,CPU,3
146,232,5,10,IO,17
146,232,5,11,CPU,5
147,235,4,1,CPU,1
147,235,4,2,IO,20
147,235,4,3,CPU,3
147,235,4,4,IO,11
147,235,4,5,CPU,4
147,235,4,6,IO,17
147,235,4,7,CPU,5
147,235,4,8,IO,19
147,235,4,9,CPU,4
147,235,4,10,IO,15
147,235,4,11,CPU,4
147,235,4,12,IO,16
147,235,4,13,CPU,5
148,237,6,1,CPU,4
148,237,6,2,IO,16
148,237,6,3,CPU,3
148,237,6,4,IO,26
148,237,6,5,CPU,2
148,237,6,6,IO,27
148,237,6,7,CPU,3
148,237,6,8,IO,10
148,237,6,9,CPU,3
149,238,4,1,CPU,4
149,238,4,2,IO,12
149,238,4,3,CPU,4
149,238,4,4,IO,20
149,238,4,5,CPU,2
149,238,4,6,IO,25
149,238,4,7,CPU,3
149,238,4,8,IO,27
149,238,4,9,CPU,5
150,241,6,1,CPU,2
150,241,6,2,IO,14
150,241,6,3,CPU,1
150,241,6,4,IO,26
150,241,6,5,CPU,1
150,241,6,6,IO,23
150,241,6,7,CPU,4
150,241,6,8,IO,30
150,241,6,9,CPU,3
150,241,6,10,IO,14
150,241,6,11,CPU,1
150,241,6,12,IO,18
150,241,6,13,CPU,2
151,241,0,1,CPU,5
151,241,0,2,IO,24
151,241,0,3,CPU,1
151,241,0,4,IO,10
151,241,0,5,CPU,3
151,241,0,6,IO,23
151,241,0,7,CPU,4
151,241,0,8,IO,30
151,241,0,9,CPU,2
151,241,0,10,IO,10
151,241,0,11,CPU,4
151,241,0,12,IO,17
151,241,0,13,CPU,4
151,241,0,14,IO,25
151,241,0,15,CPU,4
152,242,4,1,CPU,2
152,242,4,2,IO,10
152,242,4,3,CPU,2
152,242,4,4,IO,19
152,242,4,5,CPU,5
152,242,4,6,IO,18
152,242,4,7,CPU,5
152,242,4,8,IO,30
152,242,4,9,CPU,5
153,245,9,1,CPU,4
153,245,9,2,IO,19
153,245,9,3,CPU,1
153,245,9,4,IO,11
153,245,9,5,CPU,3
153,245,9,6,IO,22
153,245,9,7,CPU,5
153,245,9,8,IO,19
153,245,9,9,CPU,5
153,245,9,10,IO,25
153,245,9,11,CPU,1
153,245,9,12,IO,21
153,245,9,13,CPU,5
153,245,9,14,IO,13
153,245,9,15,CPU,1
154,248,3,1,CPU,4
154,248,3,2,IO,17
154,248,3,3,CPU,5
154,248,3,4,IO,10
154,248,3,5,CPU,5
154,248,3,6,IO,15
154,248,3,7,CPU,1
154,248,3,8,IO,23
154,248,3,9,CPU,3
154,248,3,10,IO,14
154,248,3,11,CPU,2
154,248,3,12,IO,20
154,248,3,13,CPU,2
155,250,7,1,CPU,5
155,250,7,2,IO,14
155,250,7,3,CPU,4
155,250,7,4,IO,28
155,250,7,5,CPU,2
155,250,7,6,IO,26
155,250,7,7,CPU,3
155,250,7,8,IO,30
155,250,7,9,CPU,5
155,250,7,10,IO,14
155,250,7,11,CPU,1
155,250,7,12,IO,25
155,250,7,13,CPU,1
156,253,6,1,CPU,5
156,253,6,2,IO,18
156,253,6,3,CPU,3
156,253,6,4,IO,12
156,253,6,5,CPU,5
156,253,6,6,IO,10
156,253,6,7,CPU,3
156,253,6,8,IO,13
156,253,6,9,CPU,3
156,253,6,10,IO,13
156,253,6,11,CPU,3
156,253,6,12,IO,23
156,253,6,13,CPU,1
157,254,3,1,CPU,3
157,254,3,2,IO,18
157,254,3,3,CPU,3
157,254,3,4,IO,22
157,254,3,5,CPU,4
157,254,3,6,IO,23
157,254,3,7,CPU,3
157,254,3,8,IO,27
157,254,3,9,CPU,2
157,254,3,10,IO,19
157,254,3,11,CPU,2
157,254,3,12,IO,13
157,254,3,13,CPU,1
158,254,3,1,CPU,1
158,254,3,2,IO,12
158,254,3,3,CPU,1
158,254,3,4,IO,18
158,254,3,5,CPU,4
158,254,3,6,IO,13
158,254,3,7,CPU,4
158,254,3,8,IO,13
158,254,3,9,CPU,2
158,254,3,10,IO,23
158,254,3,11,CPU,5
158,254,3,12,IO,24
158,254,3,13,CPU,2
158,254,3,14,IO,18
158,254,3,15,CPU,2
159,255,2,1,CPU,3
159,255,2,2,IO,26
159,255,2,3,CPU,5
159,255,2,4,IO,11
159,255,2,5,CPU,2
159,255,2,6,IO,29
159,255,2,7,CPU,3
159,255,2,8,IO,14
159,255,2,9,CPU,2
159,255,2,10,IO,13
159,255,2,11,CPU,2
159,255,2,12,IO,12
159,255,2,13,CPU,3
159,255,2,14,IO,30
159,255,2,15,CPU,1
160,256,5,1,CPU,5
160,256,5,2,IO,11
160,256,5,3,CPU,5
160,256,5,4,IO,29
160,256,5,5,CPU,2
160,256,5,6,IO,28
160,256,5,7,CPU,5
160,256,5,8,IO,10
160,256,5,9,CPU,5
160,256,5,10,IO,11
160,256,5,11,CPU,3
160,256,5,12,IO,20
160,256,5,13,CPU,4
160,256,5,14,IO,14
160,256,5,15,CPU,2
161,259,8,1,CPU,5
161,259,8,2,IO,10
161,259,8,3,CPU,1
161,259,8,4,IO,23
161,259,8,5,CPU,5
161,259,8,6,IO,14
161,259,8,7,CPU,2
161,259,8,8,IO,13
161,259,8,9,CPU,5
161,259,8,10,IO,17
161,259,8,11,CPU,1
161,259,8,12,IO,30
161,259,8,13,CPU,1
162,259,5,1,CPU,5
162,259,5,2,IO,28
162,259,5,3,CPU,2
162,259,5,4,IO,21
162,259,5,5,CPU,5
162,259,5,6,IO,19
162,259,5,7,CPU,1
162,259,5,8,IO,22
162,259,5,9,CPU,3
162,259,5,10,IO,17
162,259,5,11,CPU,3
162,259,5,12,IO,16
162,259,5,13,CPU,3
163,259,3,1,CPU,1
163,259,3,2,IO,15
163,259,3,3,CPU,3
163,259,3,4,IO,26
163,259,3,5,CPU,3
163,259,3,6,IO,26
163,259,3,7,CPU,4
163,259,3,8,IO,26
163,259,3,9,CPU,3
164,262,2,1,CPU,3
164,262,2,2,IO,28
164,262,2,3,CPU,5
164,262,2,4,IO,24
164,262,2,5,CPU,1
164,262,2,6,IO,18
164,262,2,7,CPU,3
164,262,2,8,IO,30
164,262,2,9,CPU,4
164,262,2,10,IO,26
164,262,2,11,CPU,1
164,262,2,12,IO,25
164,262,2,13,CPU,5
164,262,2,14,IO,30
164,262,2,15,CPU,3
165,265,3,1,CPU,5
165,265,3,2,IO,24
165,265,3,3,CPU,1
165,265,3,4,IO,10
165,265,3,5,CPU,1
165,265,3,6,IO,13
165,265,3,7,CPU,4
165,265,3,8,IO,27
165,265,3,9,CPU,5
165,265,3,10,IO,10
165,265,3,11,CPU,5
165,265,3,12,IO,19
165,265,3,13,CPU,5
166,266,6,1,CPU,3
166,266,6,2,IO,15
166,266,6,3,CPU,2
166,266,6,4,IO,21
166,266,6,5,CPU,4
166,266,6,6,IO,30
166,266,6,7,CPU,5
166,266,6,8,IO,16
166,266,6,9,CPU,1
166,266,6,10,IO,18
166,266,6,11,CPU,1
166,266,6,12,IO,25
166,266,6,13,CPU,3
167,269,5,1,CPU,2
167,269,5,2,IO,15
167,269,5,3,CPU,4
167,269,5,4,IO,13
167,269,5,5,CPU,1
167,269,5,6,IO,13
167,269,5,7,CPU,1
167,269,5,8,IO,26
167,269,5,9,CPU,5
167,269,5,10,IO,22
167,269,5,11,CPU,2
167,269,5,12,IO,22
167,269,5,13,CPU,1
167,269,5,14,IO,20
167,269,5,15,CPU,3
168,272,8,1,CPU,5
168,272,8,2,IO,25
168,272,8,3,CPU,4
168,272,8,4,IO,28
168,272,8,5,CPU,2
168,272,8,6,IO,21
168,272,8,7,CPU,4
